,bathrooms,bedrooms,beds,price,cleaning_fee,availability_365,number_of_reviews,latitude,longitude,minimum_nights,maximum_nights,property_type_Apartment,property_type_Aprtament,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,labels
3025,2.0,2.0,2.0,180.0,80.0,170,27,42.29473076368444,-71.06111949307655,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3026,1.0,1.0,1.0,35.0,50.0,73,2,42.30613474700478,-71.07287448194876,30,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3027,1.0,1.0,1.0,51.0,,0,1,42.28452465058652,-71.05654046330514,1,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3028,2.0,4.0,4.0,225.0,50.0,353,21,42.3133316554112,-71.06585709564061,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3029,1.0,1.0,1.0,29.0,,0,1,42.320093148834445,-71.04357167447675,10,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3030,1.0,1.0,1.0,36.0,50.0,313,0,42.30399226116812,-71.07041841768483,10,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3031,1.0,3.0,4.0,199.0,129.0,342,24,42.2947307585787,-71.05525941750982,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3032,2.5,1.0,1.0,75.0,10.0,336,32,42.31254826432297,-71.06227257063642,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3033,1.0,1.0,1.0,69.0,45.0,359,9,42.31981840583648,-71.05454610802094,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3034,1.0,1.0,1.0,31.0,50.0,281,2,42.28482106088894,-71.07315060395814,10,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3035,1.0,3.0,3.0,84.0,50.0,130,18,42.31498684907553,-71.06664344625693,2,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3036,1.0,1.0,2.0,329.0,,359,1,42.34840043116012,-71.04713107925505,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3037,1.0,1.0,1.0,169.0,100.0,117,0,42.3527392865174,-71.04762548012108,5,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3038,2.0,2.0,2.0,129.0,50.0,203,5,42.3495060955004,-71.04761291955536,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3039,1.0,1.0,2.0,200.0,,0,1,42.33964959616425,-71.04625093764452,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3040,1.0,1.0,1.0,125.0,,26,0,42.34753135150384,-71.03748395930195,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3041,1.0,1.0,1.0,175.0,,311,0,42.3506804025452,-71.04727488396547,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3042,1.0,1.0,1.0,170.0,75.0,364,1,42.34787963606974,-71.04965606695977,1,1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3043,1.0,2.0,2.0,295.0,80.0,306,14,42.35067613654682,-71.04617638169022,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3044,1.0,1.0,2.0,250.0,95.0,359,2,42.34806598463925,-71.04014163569666,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3045,1.0,1.0,2.0,149.0,50.0,56,5,42.35078332264486,-71.04768246335635,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3046,2.0,2.0,2.0,280.0,80.0,297,0,42.34854226851545,-71.03827495811043,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3047,2.0,2.0,2.0,349.0,25.0,5,3,42.34800058222892,-71.04818192087524,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3048,1.0,1.0,1.0,189.0,100.0,179,1,42.35331087209511,-71.04600110247998,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3049,2.0,2.0,2.0,199.0,100.0,117,1,42.352625417231664,-71.04744291537813,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3050,1.0,1.0,1.0,169.0,100.0,176,2,42.35329802549764,-71.04763972241021,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3051,5.0,2.0,2.0,399.0,100.0,179,0,42.34901372062141,-71.03934391367198,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3052,1.0,1.0,1.0,250.0,35.0,241,24,42.349768624774384,-71.05102752921492,3,1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3053,1.0,1.0,2.0,229.0,,27,0,42.34463372577218,-71.04381815265671,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3054,1.0,0.0,1.0,125.0,50.0,319,90,42.343055972104274,-71.05173073849804,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3055,2.0,2.0,2.0,3000.0,,0,0,42.348358429576,-71.03987509788972,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3056,1.0,1.0,1.0,169.0,100.0,117,0,42.35331124490168,-71.04719418586498,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3057,1.0,1.0,1.0,199.0,49.0,0,0,42.35200833222399,-71.04786228033407,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3058,1.0,0.0,2.0,175.0,30.0,1,2,42.34954278074669,-71.04978062440833,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3059,1.0,0.0,1.0,209.0,10.0,3,15,42.3481479350192,-71.05026474420748,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3060,1.0,1.0,1.0,299.0,200.0,179,1,42.34866731626357,-71.04154002724752,7,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3061,2.0,3.0,4.0,389.0,100.0,72,4,42.35171692181447,-71.0472571770762,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3062,2.0,2.0,3.0,603.0,100.0,0,12,42.34781422735855,-71.03870201631844,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3063,2.0,2.0,3.0,500.0,100.0,353,3,42.349329496023344,-71.04903144406735,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3064,3.0,3.0,4.0,600.0,150.0,249,8,42.34316505771691,-71.05338760443428,4,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3065,2.0,2.0,2.0,250.0,105.0,344,0,42.34888223081124,-71.03953463185016,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3066,1.0,1.0,1.0,169.0,100.0,114,1,42.351194732714426,-71.04712501016104,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3067,1.0,1.0,1.0,295.0,50.0,1,5,42.35090823601296,-71.04660060374252,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3068,1.0,1.0,1.0,214.0,50.0,267,32,42.34863981957308,-71.03766942330199,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3069,1.0,1.0,1.0,169.0,100.0,117,0,42.35291853236243,-71.04803082411856,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3070,2.0,2.0,2.0,400.0,75.0,0,0,42.34883037208861,-71.03845058949348,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3071,1.0,1.0,1.0,145.0,,278,105,42.33965408475997,-71.0432125348146,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3072,2.0,3.0,3.0,379.0,100.0,113,0,42.35194789894098,-71.04655412548513,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3073,1.0,1.0,1.0,169.0,100.0,117,0,42.35304635864105,-71.0466642167258,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3074,2.0,3.0,3.0,279.0,100.0,108,1,42.35165088435188,-71.04582204210597,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3075,2.0,3.0,2.0,279.0,,117,0,42.35143517151065,-71.04635493402698,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3076,2.0,2.0,2.0,200.0,85.0,0,0,42.347423781607695,-71.03920811734162,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3077,1.0,1.0,1.0,179.0,150.0,333,60,42.34737348795917,-71.05029601946282,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3078,2.0,3.0,3.0,279.0,100.0,117,0,42.35132519058514,-71.0463973183474,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3079,1.0,1.0,1.0,350.0,70.0,5,19,42.34849536977529,-71.04817175089312,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3080,1.0,0.0,1.0,185.0,35.0,14,7,42.35018684626768,-71.04878430369364,3,1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3081,2.0,2.0,2.0,199.0,100.0,117,0,42.351380820694445,-71.04783142647351,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3082,1.0,1.0,2.0,285.0,100.0,145,0,42.35261241348887,-71.04651821928854,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3083,1.0,1.0,5.0,179.0,,19,1,42.35235791846434,-71.0445659622485,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3084,2.0,3.0,3.0,279.0,100.0,111,0,42.35130499494265,-71.04765233362149,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3085,2.0,2.0,2.0,390.0,100.0,337,12,42.35093487305158,-71.04836752696419,2,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3086,2.0,2.0,2.0,200.0,125.0,75,3,42.33885180924775,-71.04538244365071,1,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3087,2.0,1.0,2.0,150.0,,336,74,42.347186671749085,-71.04107052032643,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3088,1.0,1.0,1.0,150.0,95.0,362,4,42.348398292262914,-71.03888687745001,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3089,1.0,1.0,2.0,200.0,95.0,365,3,42.34874334691537,-71.03915072024411,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3090,1.0,1.0,1.0,125.0,,24,14,42.34726159104224,-71.03895153223617,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3091,2.0,2.0,3.0,361.0,70.0,166,10,42.349158419057545,-71.05006483688035,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3092,1.0,1.0,1.0,500.0,,0,0,42.3454139607316,-71.04285916182394,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3093,1.0,1.0,1.0,249.0,,305,15,42.34299781780269,-71.05229787297336,3,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3094,1.0,1.0,1.0,115.0,10.0,56,35,42.34017313828209,-71.04762982202216,1,1125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3095,1.0,1.0,1.0,180.0,70.0,19,17,42.34360257219158,-71.04289056156057,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3096,1.0,1.0,1.0,1250.0,,32,0,42.352426591780656,-71.04256213591216,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3097,2.0,3.0,4.0,506.0,100.0,136,1,42.35264455171591,-71.04570060522595,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3098,1.0,2.0,2.0,250.0,80.0,283,33,42.35166473410764,-71.04800299113269,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3099,1.0,1.0,2.0,285.0,100.0,144,4,42.353356229595335,-71.04782901263067,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3100,1.0,0.0,1.0,190.0,80.0,97,17,42.35150421734137,-71.04568942376987,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3101,1.0,2.0,2.0,249.0,75.0,55,7,42.34972481491036,-71.04755443036436,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3102,2.0,2.0,3.0,603.0,100.0,0,3,42.34844285220544,-71.03707218098128,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3103,2.0,2.0,2.0,400.0,149.0,333,21,42.34961830428685,-71.04944794787927,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3104,2.0,2.0,3.0,402.0,100.0,141,3,42.35140331689556,-71.04650400765064,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3105,1.0,1.0,1.0,249.0,95.0,359,0,42.34738281537997,-71.03855591875042,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
3106,2.0,3.0,4.0,506.0,100.0,137,5,42.35141568723189,-71.04584520025251,3,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3107,1.0,1.0,1.0,200.0,95.0,364,1,42.347083229390535,-71.03810333583584,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3108,1.0,0.0,1.0,175.0,40.0,55,1,42.34355022122581,-71.04470069473939,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3109,1.0,1.0,2.0,250.0,95.0,356,2,42.34794424865984,-71.03815712876914,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3110,1.0,1.0,2.0,249.0,95.0,356,1,42.34772682009096,-71.03810845100845,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3111,1.0,1.0,2.0,250.0,95.0,337,4,42.34741727801842,-71.03957806658087,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3112,1.0,1.0,2.0,225.0,65.0,0,0,42.343758846280366,-71.04466103277916,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3113,1.0,1.0,2.0,199.0,75.0,42,6,42.35043114054602,-71.05093441745022,1,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3114,1.0,0.0,1.0,245.0,70.0,62,0,42.35140689647919,-71.04737738042367,2,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3115,1.0,0.0,1.0,199.0,50.0,279,6,42.34768777452176,-71.03736622006824,7,1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
